Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,MACD,RSI
2014-10-21,89.099998,92.5,88.5,90.900002,90.900002,23243800,87.37000057142858,87.92952323809524,-0.8736145494548424,65.3452813299233
2014-10-22,92.25,93.5,91.010002,91.629997,91.629997,20364500,88.29999971428572,88.14190414285714,-0.5279445231844875,64.8280353108486
2014-10-23,92.919998,94.699997,92.82,94.449997,94.449997,20641000,89.65714257142858,88.3266659047619,-0.026146701768269054,68.47004318500385
2014-10-24,95.07,98.0,94.779999,95.760002,95.760002,32132600,91.10857171428572,88.65238038095238,0.4717995309853791,70.3663313285949
2014-10-27,97.0,98.849998,96.300003,97.790001,97.790001,28302400,92.385715,89.0014280952381,1.0184889551543534,75.71139104224547
2014-10-28,99.839996,100.669998,98.610001,99.68,99.68,32127600,94.067143,89.52190428571429,1.5859693193305588,77.17287680086616
2014-10-29,99.879997,100.0,96.82,98.309998,98.309998,28655400,95.50285671428571,89.97238047619048,1.903214808991919,71.81484488746716
2014-10-30,98.480003,99.440002,97.300003,98.730003,98.730003,15484600,96.62142828571429,90.57380928571428,2.1635845822708575,83.2385083536997
2014-10-31,100.099998,100.220001,98.136002,98.599998,98.599998,18128300,97.61714271428572,91.1233330952381,2.3325509905974258,86.04275003290101
2014-11-03,99.669998,102.800003,99.050003,101.800003,101.800003,40883700,98.66714357142857,91.7757142857143,2.6936213562025983,88.77128347122557
2014-11-04,100.425003,106.359001,99.510002,106.07,106.07,67814000,100.14000042857143,92.62142866666666,3.286441245423717,90.37475102568028
2014-11-05,108.480003,110.139999,106.480003,108.669998,108.669998,48344000,101.69428571428571,93.62142866666666,3.9208561985693393,90.12145424117777
2014-11-06,109.300003,111.699997,107.209999,111.57,111.57,33609000,103.39285714285714,94.72952376190476,4.604562019996038,94.37356925222454
2014-11-07,112.93,114.769997,111.75,114.559998,114.559998,51457000,105.71428571428571,95.95666647619048,5.326273691826103,94.88052393156177
2014-11-10,117.269997,119.449997,115.199997,119.150002,119.150002,75971000,108.63142842857143,97.54095242857143,6.197173198908615,95.19997975040904
2014-11-11,117.25,117.550003,113.690002,114.540001,114.540001,70983600,110.9085717142857,98.94190471428571,6.441129448629567,82.60744514235971
2014-11-12,115.050003,119.07,114.019997,118.199997,118.199997,53908000,113.251428,100.52523804761904,6.850825570791244,83.0136077782117
2014-11-13,119.300003,120.0,114.550003,114.839996,114.839996,62163000,114.50428457142857,101.9176189047619,6.825706207005766,75.092041001986
2014-11-14,115.059998,115.389999,113.349998,115.099998,115.099998,29849000,115.422856,103.1676189047619,6.748980868347573,73.87584805137321
2014-11-17,115.440002,115.629997,113.129997,114.25,114.25,22573000,115.80571314285713,104.42190442857142,6.544150852380625,70.69013661851994
2014-11-18,114.330002,114.379997,110.410004,110.809998,110.809998,41098000,115.26999885714285,105.49571376190477,6.034678163490497,66.76501516335267
2014-11-19,109.830002,110.68,107.220001,108.82,108.82,46841000,113.79428428571428,106.34904699999998,5.408001109078114,62.98583678504872
2014-11-20,107.809998,112.440002,107.260002,109.82,109.82,36489000,113.11999842857142,107.21523761904761,4.935157250389452,64.12386887593811
2014-11-21,113.209999,113.5,110.434998,110.730003,110.730003,27432000,112.05285642857143,107.99047600000002,4.5810472613839295,61.928934010152275
2014-11-24,112.0,113.93,111.550003,113.919998,113.919998,20646000,111.92142814285714,108.85523771428572,4.5058775291273605,60.79779701776051
2014-11-25,114.940002,115.169998,112.330002,113.470001,113.470001,23485000,111.68857142857144,109.60190438095238,4.3597376360018245,57.01754886118848
2014-11-26,113.330002,113.739998,112.330002,112.669998,112.669998,11794700,111.46285685714285,110.22047571428571,4.1317390458208365,51.71339263011794
2014-11-28,113.139999,113.230003,111.110001,111.639999,111.639999,8077800,111.58142842857141,110.85523766666665,3.8238571641027193,45.15594044976579
2014-12-01,110.019997,110.050003,103.896004,105.989998,105.989998,38464200,111.17714242857143,111.20095171428572,3.088350115302461,28.91024729618556
2014-12-02,107.349998,110.0,106.610001,109.889999,109.889999,18785000,111.18714228571427,111.73857080952381,2.788014471766047,42.37454475231811
2014-12-03,110.400002,111.68,108.797997,110.639999,110.639999,16221100,111.17428457142856,112.15952300000001,2.580765583277227,36.29441986947066
2014-12-04,110.099998,110.5,108.910004,109.169998,109.169998,10779300,110.49571314285716,112.30714195238095,2.2717156269594767,38.964581549240975
2014-12-05,109.599998,110.349998,107.760002,107.900002,107.900002,12148100,109.699999,112.27047547619048,1.9023837509047183,36.516858393301526
2014-12-08,105.970001,107.400002,104.209999,105.07,105.07,19217300,108.61428500000001,111.96095166666666,1.3655864377460887,33.99581478352964
2014-12-09,102.269997,107.949997,101.199997,107.480003,107.480003,24866800,108.01999985714285,111.62380904761906,1.1217074552115918,43.97830900464048
2014-12-10,107.089996,107.379997,103.510002,103.879997,103.879997,18466700,107.71857114285714,110.89666595238094,0.6306712215425421,41.558438451501424
2014-12-11,104.440002,106.839996,104.290001,104.970001,104.970001,15684300,107.01571428571428,110.44095166666668,0.3257209732657458,41.73765386323025
2014-12-12,104.699997,107.449997,104.179001,105.110001,105.110001,14537600,106.22571457142858,109.81761852380953,0.09425600982076787,40.16794886831383
2014-12-15,106.389999,107.769997,103.699997,104.699997,104.699997,16521800,105.587143,109.33476142857143,-0.12087219811841976,32.13179278137683
2014-12-16,103.75,107.68,103.699997,105.769997,105.769997,21700600,105.28285657142858,108.89047566666667,-0.202686353077965,35.42770974435297
2014-12-17,107.110001,109.190002,106.279999,109.019997,109.019997,17311100,105.84714185714287,108.64142790476191,-0.0052166869855483355,43.678561048301425
2014-12-18,110.580002,111.199997,108.260002,109.25,109.25,22788100,106.09999857142859,108.56714228571428,0.16790328145707178,45.742790858617454
2014-12-19,109.93,110.650002,108.040001,110.650002,110.650002,14857800,107.06714214285715,108.65428523809524,0.41330622788410665,59.7816954157305
2014-12-22,110.629997,110.980003,108.529999,108.769997,108.769997,13041200,107.60999871428571,108.60428509523811,0.4508915422883888,47.43119113711149
2014-12-23,108.300003,108.470001,103.879997,105.519997,105.519997,19096300,107.66856957142856,108.35618957142857,0.21594110152491908,39.46502773289214
2014-12-24,105.68,107.209999,105.599998,105.949997,105.949997,5870400,107.84714100000001,107.9766657142857,0.06370424791791152,43.07825120566291
2014-12-26,105.989998,106.940002,105.5,105.949997,105.949997,6529100,107.87285528571428,107.61857028571428,-0.05629561457097054,45.56616091775049
2014-12-29,105.949997,107.660004,105.639999,105.980003,105.980003,8068600,107.43857042857142,107.2999990952381,-0.1472774143605875,52.37103031558101
2014-12-30,105.639999,106.709999,105.129997,105.75,105.75,10205700,106.93857042857142,107.01952295238095,-0.23522889380419088,44.91475707307564
2014-12-31,106.459999,106.470001,103.690002,103.940002,103.940002,10221600,105.979999,106.92190409523809,-0.44584338175796745,50.197125168979696
2015-01-02,104.239998,104.720001,102.519997,103.599998,103.599998,12303400,105.24142771428572,106.62238023809525,-0.6328967226703668,45.266065538933084
2015-01-05,102.760002,103.019997,99.900002,101.0,101.0,18337000,104.59571385714285,106.16333266666668,-0.9796432350926807,37.86179735254938
2015-01-06,101.25,103.849998,100.110001,103.32,103.32,15720400,104.22,105.88476133333336,-1.0550754800378854,46.33759127312982
2015-01-07,104.589996,104.739998,102.029999,102.129997,102.129997,11052200,103.67428571428572,105.6099991904762,-1.1970801792965204,40.40085502010491
2015-01-08,102.949997,105.339996,102.68,105.029999,105.029999,12942100,103.53857085714286,105.6080943809524,-1.0633562920570085,39.27997621067011
2015-01-09,105.239998,105.300003,102.889999,103.019997,103.019997,10222200,103.14857042857143,105.39571314285715,-1.1068108841963493,34.722913260078215
2015-01-12,103.199997,103.360001,101.209999,101.620003,101.620003,7997200,102.81714199999999,105.28809438095239,-1.2399237084172512,27.856811287289347
2015-01-13,102.589996,102.849998,100.010002,100.769997,100.769997,11294400,102.41285614285714,105.08809419047618,-1.3978909443918184,29.33886005052885
2015-01-14,99.279999,100.18,98.059998,99.580002,99.580002,17808000,102.20999928571428,104.8247609047619,-1.6006524432962124,32.832395308881544
2015-01-15,99.669998,100.139999,96.019997,96.309998,96.309998,18260100,101.20857042857142,104.42523714285716,-2.002125133967226,26.06754761602707
2015-01-16,96.089996,97.800003,95.519997,96.889999,96.889999,13327900,100.45999928571429,104.0023800952381,-2.247585137952001,28.137087345878513
2015-01-20,98.300003,100.209999,97.589996,100.040001,100.040001,12105600,99.74714242857144,103.57476123809523,-2.16300139021412,37.54194838492532
2015-01-21,100.75,103.860001,100.32,103.290001,103.290001,15186900,99.78571442857142,103.29095176190475,-1.8128232244341405,45.42070332143225
2015-01-22,104.599998,104.919998,103.099998,104.0,104.0,11433000,100.125714,102.974285,-1.4611700606528757,50.11645570013365
2015-01-23,104.019997,105.199997,103.019997,103.110001,103.110001,9873800,100.46000028571429,102.70476138095236,-1.2400038832099654,49.06880101315069
2015-01-26,104.400002,105.129997,103.330002,103.989998,103.989998,10664900,101.08999971428571,102.63190428571427,-0.9823952497921624,56.07970214238273
2015-01-27,102.889999,103.57,100.580002,102.940002,102.940002,15659900,102.03714314285715,102.48857119047621,-0.8531301011053785,49.185253001715296
2015-01-28,100.300003,101.489998,97.790001,98.449997,98.449997,42144700,102.25999999999999,102.13142833333333,-1.1003087441444563,43.08790435102146
2015-01-29,90.529999,90.739998,87.360001,89.809998,89.809998,76561400,100.79857100000001,101.3614280952381,-1.970658783629247,26.483310459929243
2015-01-30,89.599998,92.0,88.110001,89.080002,89.080002,36806900,98.76857114285714,100.56761866666668,-2.6883326119021973,27.574005566860976
2015-02-02,91.129997,91.660004,88.610001,90.129997,90.129997,18865300,96.78714214285715,99.9099993809524,-3.13621612280663,31.304900352404914
2015-02-03,91.650002,91.650002,89.900002,90.610001,90.610001,13512300,95.00142785714286,99.2914280952381,-3.413090735363582,33.267459359014325
2015-02-04,90.989998,91.879997,89.480003,90.0,90.0,14643600,93.00285671428571,98.76761857142859,-3.639780716878434,33.91537501110648
2015-02-05,89.580002,89.839996,86.099998,87.0,87.0,28926200,90.72571357142856,97.99047571428571,-4.015224084539582,34.22568638949912
2015-02-06,87.110001,87.400002,85.419998,85.68,85.68,17632100,88.90142828571429,97.20714252380952,-4.368916477042887,31.471071745371972
2015-02-09,85.830002,86.75,85.470001,86.0,86.0,12109500,88.35714285714286,96.30095209523809,-4.570710613881175,24.39823922626377
2015-02-10,87.010002,87.470001,86.519997,87.260002,87.260002,12043300,88.09714285714287,95.55047614285715,-4.576210583040719,18.482101037149306
2015-02-11,87.580002,87.699997,85.82,86.0,86.0,12391900,87.50714328571429,94.80666647619049,-4.628882107789195,15.35796233378943
2015-02-12,85.599998,88.300003,85.550003,87.099998,87.099998,15177800,87.00571428571428,94.15571414285714,-4.529649050452079,19.434887253701262
2015-02-13,88.199997,89.300003,87.650002,89.050003,89.050003,14665200,86.87000042857143,93.65428561904761,-4.244726466493333,22.597224218940838
2015-02-17,88.779999,88.989998,86.699997,86.849998,86.849998,15191700,86.84857157142858,93.20380942857143,-4.148622544970195,21.68251108095272
2015-02-18,87.099998,87.43,86.5,86.739998,86.739998,7422300,86.99999985714285,92.72047604761904,-4.034824628734455,25.634632565858183
2015-02-19,86.809998,87.870003,86.709999,86.889999,86.889999,7604100,87.12714257142856,92.09428547619048,-3.887719917965896,40.60489926357189
2015-02-20,87.25,87.290001,86.379997,86.639999,86.639999,7821700,87.03857071428571,91.30142823809523,-3.7481054588969016,41.89906741780372
2015-02-23,86.510002,86.68,85.25,85.470001,85.470001,9367900,86.96285657142857,90.41904733333334,-3.689340632459391,34.650885743466915
2015-02-24,85.529999,85.529999,83.879997,84.690002,84.690002,15846400,86.61857142857143,89.54190452380952,-3.663478188584321,30.87856978913001
2015-02-25,84.379997,86.830002,84.360001,86.190002,86.190002,13645700,86.20999985714286,88.69428566666666,-3.4818084312624222,38.362872105759266
2015-02-26,86.919998,87.160004,85.199997,85.370003,85.370003,8763300,85.998572,87.85761904761905,-3.365208872890449,44.25653288873882
2015-02-27,85.949997,86.559998,85.0,85.120003,85.120003,8377200,85.76714414285713,87.22285742857142,-3.2554490038196207,47.86586655542687
2015-03-02,85.0,85.019997,83.75,84.0,84.0,11213400,85.35428714285715,86.94619085714285,-3.2217006391194616,42.816098147041835
2015-03-03,82.949997,83.25,80.029999,81.580002,81.580002,39246100,84.63143042857142,86.589048,-3.3515933489513117,31.167118744234088
2015-03-04,80.269997,85.825996,80.169998,85.489998,85.489998,36607200,84.63428714285715,86.36809566666668,-3.1032578327346556,48.561754251353165
2015-03-05,85.75,86.269997,84.010002,86.099998,86.099998,18514800,84.83571514285714,86.15333361904761,-2.8246672393143797,47.09976865434602
2015-03-06,85.739998,86.0,84.050003,84.400002,84.400002,10673700,84.58000085714285,85.88666704761906,-2.7098205323404727,36.3154727238001
2015-03-09,84.349998,84.349998,81.480003,82.529999,82.529999,17616500,84.17428600000001,85.67380985714286,-2.738133801436817,37.03481147921253
2015-03-10,81.089996,83.150002,80.650002,82.970001,82.970001,13817000,83.86714285714285,85.54476228571428,-2.6940128834759918,38.9052439391536
2015-03-11,83.0,83.379997,81.190002,81.989998,81.989998,12768700,83.5799997142857,85.35380980952381,-2.706921088680758,36.25139779765394
2015-03-12,82.099998,82.900002,81.529999,81.919998,81.919998,11232000,83.62857057142857,85.0995239047619,-2.691770296876129,36.621310082989254
2015-03-13,81.800003,81.919998,80.769997,81.860001,81.860001,12663300,83.10999957142857,84.9023810952381,-2.6540106588881827,39.08045712775732
2015-03-16,82.010002,85.199997,81.940002,84.0,84.0,16905700,82.80999985714286,84.75476214285715,-2.4234695902778043,48.07154233013801
2015-03-17,84.010002,85.099998,83.510002,84.5,84.5,17639000,82.82428528571428,84.53809533333333,-2.1753423189702232,44.99703256294435
2015-03-18,83.870003,85.949997,83.300003,84.589996,84.589996,35663000,83.11857057142858,84.4304761904762,-1.9489712167324313,47.58661095954684
2015-03-19,85.110001,87.040001,85.0,85.739998,85.739998,30454700,83.51428442857143,84.38285714285715,-1.6576663905719755,51.81710193936165
2015-03-20,86.330002,86.800003,85.089996,85.199997,85.199997,21181500,83.97285571428571,84.30238085714286,-1.4536223314368897,53.64076914353057
2015-03-23,85.25,85.529999,84.209999,84.25,84.25,11184000,84.30571314285714,84.18857138095238,-1.3529764921551362,58.89406869770487
2015-03-24,84.349998,84.5,82.389999,83.629997,83.629997,14545100,84.55856971428571,84.10095214285714,-1.308163307622067,42.06484147310935
2015-03-25,83.940002,84.480003,82.669998,83.75,83.75,13507200,84.52285542857143,84.05619014285715,-1.2485725299095805,39.536965354057806
2015-03-26,83.199997,84.995003,82.959999,84.169998,84.169998,12208000,84.47571228571428,83.95999947619048,-1.1541517379136508,48.84420146966778
2015-03-27,84.779999,85.150002,83.339996,84.580002,84.580002,9703800,84.47428457142857,83.92238038095239,-1.0343157357753796,62.07303764838768
2015-03-30,85.029999,85.150002,83.75,83.900002,83.900002,10020500,84.211428,83.8642850952381,-0.9828850704445387,55.326464378076416
2015-03-31,83.639999,84.449997,83.199997,83.239998,83.239998,11812900,83.93142814285714,83.82809452380953,-0.9840393119038993,57.43162547841834
2015-04-01,83.370003,83.720001,82.18,82.360001,82.360001,14896400,83.66142828571428,83.86523733333333,-1.0439286998062158,52.386133146840166
2015-04-02,82.879997,83.0,81.25,82.279999,82.279999,19868200,83.46857142857142,83.71238023809524,-1.085335887481179,52.27271497442755
2015-04-06,82.050003,82.589996,81.613998,81.82,81.82,12810500,83.19285714285715,83.5085708095238,-1.142103993067181,35.582022024850176
2015-04-07,81.940002,82.949997,81.879997,82.209999,82.209999,9443000,82.91285728571428,83.40428495238095,-1.1424539676081764,34.630876086660294
2015-04-08,83.300003,85.540001,83.066002,85.389999,85.389999,26161500,83.02857114285715,83.54047542857143,-0.8760335320763772,53.795077404582884
2015-04-09,87.029999,87.690002,85.199997,86.139999,86.139999,27800400,83.34857071428573,83.69142771428571,-0.5974872246702603,51.97239015712713
2015-04-10,86.68,86.690002,84.150002,84.580002,84.580002,18300300,83.53999985714286,83.81476123809523,-0.4968881721478482,47.22224537036414
2015-04-13,85.160004,85.709999,83.82,84.279999,84.279999,15797100,83.81428528571428,83.92714223809523,-0.4363405706314438,50.142716338301916
2015-04-14,84.629997,85.129997,83.529999,85.0,85.0,11819000,84.20285685714286,84.076666,-0.3264944717723637,56.456183299407805
2015-04-15,85.080002,85.360001,84.160004,84.669998,84.669998,12225800,84.60999942857143,84.10857066666667,-0.26303692455488203,54.25137472197339
2015-04-16,85.150002,85.400002,83.889999,84.059998,84.059998,12048600,84.874285,84.08761819047619,-0.2589828699023826,49.5004544955825
2015-04-17,83.080002,83.25,81.610001,81.900002,81.900002,22791800,84.375714,83.95952323809523,-0.42516261773984354,39.498432601880914
2015-04-20,82.25,82.690002,81.519997,82.199997,82.199997,13471000,83.81285657142858,83.79095176190476,-0.5265840427664585,43.13406427062368
2015-04-21,82.860001,82.919998,82.139999,82.419998,82.419998,10056000,83.50428457142857,83.65857085714285,-0.5824943781261709,46.56616185337481
2015-04-22,82.779999,82.839996,81.519997,82.050003,82.050003,13316900,83.18571371428571,83.5538090952381,-0.6491759300105429,48.64392707255215
2015-04-23,81.879997,82.75,81.620003,82.279999,82.279999,11483300,82.79714214285715,83.48952347619047,-0.6756740355608599,50.0
2015-04-24,82.879997,84.989998,82.800003,84.57,84.57,21058400,82.78285671428571,83.52857109523809,-0.5060565281081324,60.253552837415334
2015-04-27,85.529999,86.269997,84.650002,84.900002,84.900002,17434200,82.90285728571429,83.56333319047619,-0.341073346735115,60.07492590443334
2015-04-28,85.540001,85.57,83.82,85.080002,85.080002,11110500,83.357143,83.5871427142857,-0.19356716934332496,48.50242836006874
2015-04-29,84.059998,84.400002,81.639999,82.449997,82.449997,21098000,83.39285728571429,83.51809485714287,-0.28559472643699735,34.914129966049
2015-04-30,82.220001,82.650002,80.440002,81.290001,81.290001,14209700,83.23142914285714,83.42523785714286,-0.446976741522505,36.09466210165974
2015-05-01,81.029999,82.25,80.110001,81.169998,81.169998,17910500,83.10571414285714,83.36857104761904,-0.577894779079287,36.652348203127666
2015-05-04,81.169998,81.559998,80.120003,80.589996,80.589996,21551500,82.86428514285714,83.2880947142857,-0.7201481614490604,30.842718076134517
2015-05-05,80.440002,80.900002,77.769997,79.540001,79.540001,32661900,82.14571385714285,83.17952333333334,-0.9071537098988927,29.026972800543433
2015-05-06,79.650002,80.849998,79.510002,80.0,80.0,24953500,81.44571357142857,83.0742852857143,-1.006635017545932,33.195353040972066
2015-05-07,88.830002,89.290001,84.910004,86.0,86.0,69448800,81.57714185714285,83.10333295238095,-0.594472110231834,62.876886229199904
2015-05-08,87.82,88.269997,86.889999,87.059998,87.059998,30140600,82.23571342857143,83.14714242857141,-0.1802195975471932,64.56835443516074
2015-05-11,86.699997,87.669998,86.059998,86.720001,86.720001,19776900,83.0114277142857,83.24904714285715,0.11926873116638603,62.79763635559522
2015-05-12,87.050003,87.5,86.139999,86.769997,86.769997,16077800,83.81142757142857,83.36761847619047,0.3565396812278294,64.32037883518136
2015-05-13,87.080002,88.470001,87.0,87.529999,87.529999,19015900,84.80285657142858,83.48809461904762,0.5989995346238004,65.43210239438037
2015-05-14,87.739998,88.480003,87.529999,88.400002,88.400002,12087900,86.068571,83.66571385714286,0.8515367014198034,62.283523063954256
2015-05-15,88.510002,88.959999,88.050003,88.459999,88.459999,13424600,87.27714228571429,83.87523771428572,1.0444754195486325,61.61879447333952
2015-05-18,87.610001,87.93,86.610001,87.110001,87.110001,13490200,87.43571385714287,84.12333290476191,1.0760432309652543,56.15524593069822
2015-05-19,86.989998,88.800003,86.470001,88.209999,88.209999,20727700,87.5999997142857,84.40952347619047,1.1762623740299603,69.25136417258203
2015-05-20,88.139999,90.800003,87.300003,90.699997,90.699997,29812300,88.16857057142859,84.80380914285713,1.4400092653310281,78.88276269850692
2015-05-21,91.349998,94.769997,90.919998,93.879997,93.879997,40729400,89.18428485714286,85.36714219047619,1.8839134193095788,82.8424035307938
2015-05-22,94.279999,95.059998,93.190002,93.269997,93.269997,22183300,90.00428457142857,85.89047542857143,2.1615715066795502,82.71417293959166
2015-05-26,93.650002,93.919998,91.550003,92.519997,92.519997,15674900,90.5928552857143,86.26904671428571,2.2946475408676577,84.0146895285982
2015-05-27,92.220001,92.989998,91.599998,92.599998,92.599998,9519300,91.18428371428571,86.6357131904762,2.379141407643317,83.68985584375778
2015-05-28,91.690002,91.93,90.580002,90.949997,90.949997,14213000,91.73285457142856,86.91523676190477,2.2866035721240365,67.24738952761567
2015-05-29,91.349998,91.5,89.32,89.32,89.32,13893200,91.89142614285716,87.24237976190476,2.0580160078610845,57.57373933544718
2015-06-01,90.089996,90.989998,89.489998,90.779999,90.779999,9905900,91.902855,87.69428442857144,1.971937169673751,62.655862004901515
2015-06-02,90.550003,91.540001,90.190002,90.510002,90.510002,9865300,91.42142714285714,88.13904652380953,1.860486043804201,61.50063674696989
2015-06-03,90.510002,91.040001,89.900002,90.790001,90.790001,9428000,91.06714199999999,88.62476104761906,1.7743007680510772,60.3295452442676
2015-06-04,90.709999,91.410004,90.269997,90.589996,90.589996,8689000,90.79142757142857,89.15095128571429,1.6706019250188433,57.24684132815441
2015-06-05,90.459999,91.599998,90.459999,90.709999,90.709999,11353900,90.52142771428571,89.66095123809524,1.5798910830418151,57.41595449333011
2015-06-08,90.650002,91.599998,88.242996,88.290001,88.290001,15603000,90.14142828571428,89.7699989047619,1.2977686047630357,53.63300582093741
2015-06-09,88.040001,88.18,86.120003,87.580002,87.580002,16081800,89.89285714285714,89.794761,1.0053049923820794,48.012627384093506
2015-06-10,87.699997,88.989998,87.199997,88.900002,88.900002,12551300,89.62428614285714,89.89857057142856,0.8700095126832537,43.86922642160946
2015-06-11,89.029999,89.480003,87.099998,87.209999,87.209999,13716200,89.15285714285713,89.91952304761905,0.6192790882732453,24.715705122713445
2015-06-12,87.419998,87.790001,86.480003,86.629997,86.629997,9977100,88.55857085714287,89.8766658095238,0.36951259520816393,24.772044142235885
2015-06-15,86.300003,87.169998,86.050003,86.120003,86.120003,10230400,87.92000042857141,89.76809442857142,0.12893234457074243,25.232217528207087
2015-06-16,86.002998,86.699997,85.610001,86.089996,86.089996,10974200,87.25999999999999,89.65523714285715,-0.06341949105197386,24.708624799184292
2015-06-17,86.580002,87.800003,86.480003,86.800003,86.800003,10241500,87.04714314285715,89.64047533333333,-0.15676103188398827,32.606913154305914
2015-06-18,86.970001,87.589996,86.32,86.75,86.75,11737200,86.92857142857143,89.57095157142857,-0.23209426151723278,37.584560255752336
2015-06-19,86.510002,86.599998,85.169998,85.739998,85.739998,10317000,86.47714228571428,89.33476114285715,-0.3690410338906531,24.545498347023425
2015-06-22,86.07,86.400002,85.580002,85.68,85.68,7154200,86.258571,88.9442850952381,-0.47691608308475963,25.077440500638872
2015-06-23,85.980003,86.339996,84.830002,85.080002,85.080002,11411300,86.03714314285716,88.55428533333333,-0.6038617189709186,21.47858061008678
2015-06-24,85.163002,85.809998,84.849998,85.169998,85.169998,9434300,85.90142814285714,88.20428538095238,-0.6892597673834757,22.626300377474507
2015-06-25,85.470001,85.599998,84.900002,85.239998,85.239998,8949800,85.77999985714287,87.85380919047618,-0.7427282125228345,22.233517194454905
2015-06-26,84.629997,84.650002,82.82,83.279999,83.279999,12668600,85.27714214285713,87.4885711904762,-0.9325085018767965,23.32269578471083
2015-06-29,83.279999,83.279999,80.800003,81.07,81.07,15199800,84.46571357142857,87.09571404761905,-1.2468661017765896,20.11020561233758
2015-06-30,82.580002,83.690002,81.959999,82.269997,82.269997,12551400,83.96999914285713,86.69047585714286,-1.3832221119342307,19.22004678735074
2015-07-01,82.599998,83.0,81.989998,82.459999,82.459999,5950000,83.509999,86.30714238095238,-1.4591336741724632,24.379730580483113
2015-07-02,82.120003,82.32,81.779999,82.07,82.07,6760200,83.07999871428571,85.89190423809524,-1.5330912722318004,24.889887126664476
2015-07-06,80.559998,81.5,80.120003,80.230003,80.230003,11864200,82.37428514285715,85.39857123809523,-1.7203445211702189,21.70990520272622
2015-07-07,79.449997,79.790001,76.209999,79.620003,79.620003,34221700,81.57142871428572,84.87047619047618,-1.8961088099832892,20.564173038445844
2015-07-08,76.580002,78.790001,76.220001,77.940002,77.940002,22714900,80.808572,84.37761909523809,-2.146224970050696,12.959834167099359
2015-07-09,80.93,81.190002,79.040001,79.040001,79.040001,19778700,80.51857214285714,83.97095238095238,-2.229977312325147,20.368921198768334
2015-07-10,81.129997,81.199997,79.839996,80.300003,80.300003,11224500,80.23714442857144,83.56142861904762,-2.1696694173854922,29.487178230265272
2015-07-13,80.919998,82.199997,80.699997,81.860001,81.860001,10350500,80.15143042857143,83.30666680952382,-1.973249779841467,37.05961258637963
2015-07-14,81.580002,82.019997,81.129997,81.5,81.5,7519300,80.07000185714286,83.06238123809524,-1.8255906019384156,37.67216093124033
2015-07-15,80.900002,81.5,80.209999,80.730003,80.730003,9514200,80.14143042857143,82.80571457142858,-1.750523022647542,35.39474464162507
2015-07-16,81.389999,82.0,80.900002,81.529999,81.529999,8604500,80.41428699999999,82.58857185714285,-1.6079430671045856,38.355298092835866
2015-07-17,81.989998,83.699997,81.580002,83.360001,83.360001,14505400,81.18857257142858,82.42476223809524,-1.3319279216837003,50.25317104631076
